feature	r2_score	Metadata_number_of_singlecells	Metadata_treatment	Metadata_dose	treatment	dose
Cytoplasm_Intensity_StdIntensityEdge_CorrER	0.20503807832202414	-0.00019346396522265517	2.1006461222028623	-1.044520563358989	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensityEdge_CorrGasdermin	0.027802006388537692	-0.0005368639689885624	-0.34139566066074356	0.2320573457078578	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensityEdge_CorrMito	0.024345679616259774	-0.0006131398530084836	-0.6131584513472651	0.37286017438406516	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensityEdge_CorrPM	0.020906600714302837	-0.00032886269301295607	0.21914225509915317	-0.09342585721153815	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensityEdge_CorrRNA	0.1121462756208833	-0.00019653242266803324	1.3082003668461593	-0.6563034492645394	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensity_CorrDNA	0.0012758130475791774	-0.00014773971642937007	-0.14442018840446785	0.0767529869249277	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensity_CorrER	0.20235082963435325	-0.00023994406316526145	1.983074358832952	-0.9904106027501343	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensity_CorrGasdermin	0.025302000423397586	-0.000609190473840157	-0.5745694908005744	0.34865167912027245	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensity_CorrMito	0.023907956557152277	-0.0006927738547129377	-0.8490106908353604	0.49146718683381174	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensity_CorrPM	0.014014819186251803	-0.0004992440227434051	-0.3268877128899942	0.1797028643846576	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_StdIntensity_CorrRNA	0.09461438887922802	-0.0002846194948252122	0.9936948231910245	-0.5012885516034908	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_UpperQuartileIntensity_CorrDNA	0.02013879786837436	-0.00038768425699057466	0.007257178721836705	0.017631116502838575	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_UpperQuartileIntensity_CorrER	0.2231984346846293	-0.0004270354966087312	1.9977063013464282	-0.965705619580792	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_UpperQuartileIntensity_CorrGasdermin	0.06614748146463001	-0.0010782880526410286	-0.9912627053350116	0.6248539632737535	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_UpperQuartileIntensity_CorrMito	0.05707449374797935	-0.0010761967148258482	-1.2443052771293843	0.7491932443222128	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_UpperQuartileIntensity_CorrPM	0.020650623076008068	-0.000533092968234055	-0.22714530882574005	0.17965345536913693	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Intensity_UpperQuartileIntensity_CorrRNA	0.1211447698699406	-0.0004533101856679033	1.0714844404171529	-0.5043669299067558	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_X_CorrDNA	0.00027472933319616644	6.147151161928494e-05	0.13913368482253005	-0.08183982560639762	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_X_CorrER	0.0002770452067191176	6.133404563900708e-05	0.13938622513776708	-0.08206882272572558	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_X_CorrGasdermin	0.00027714271760848064	6.115259012681779e-05	0.1395128581037542	-0.08213480678887672	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_X_CorrMito	0.00027695368730873415	6.113832689584851e-05	0.13939556890898655	-0.08207709794486963	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_X_CorrPM	0.0002777322521465564	6.132576077426539e-05	0.13989652677738346	-0.0823143042393992	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_X_CorrRNA	0.0002780723096210691	6.133687911757318e-05	0.13982409247528926	-0.08230141363854496	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Y_CorrDNA	4.689013275649412e-05	2.3503634648211505e-05	0.07028703291414468	-0.03313696175037064	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Y_CorrER	4.671296141878223e-05	2.345367798673275e-05	0.06984664879512247	-0.03278410119264253	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Y_CorrGasdermin	4.653922864172877e-05	2.363676583032741e-05	0.06999023784215033	-0.032898982212718864	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Y_CorrMito	4.636026570870033e-05	2.3634527542631135e-05	0.0698589411702456	-0.03282334542077567	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Y_CorrPM	4.673370578212044e-05	2.367016186335304e-05	0.0700730035762374	-0.03291394984612189	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Y_CorrRNA	4.639080162460729e-05	2.3467656270963155e-05	0.06970436513231651	-0.03272952413729645	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Z_CorrDNA	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Z_CorrER	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Z_CorrGasdermin	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Z_CorrMito	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Z_CorrPM	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_CenterMassIntensity_Z_CorrRNA	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_Center_X	0.00027705032877411995	6.122533582346624e-05	0.13991033607626546	-0.08229208802619192	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_Center_Y	4.684024891654648e-05	2.370100887115514e-05	0.0701332881647285	-0.03293132306892015	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_X_CorrDNA	0.0002740626262927037	6.224026236238585e-05	0.13949007984796083	-0.08189786705062133	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_X_CorrER	0.0002830566471807572	6.174943910497869e-05	0.139606963521416	-0.08242700905918827	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_X_CorrGasdermin	0.0002837106313102744	6.140658611882004e-05	0.13963515071645005	-0.08248932364780037	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_X_CorrMito	0.0002860478766727459	6.22778075741068e-05	0.1413425103040061	-0.0832723930012489	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_X_CorrPM	0.0002818061771414637	6.027589564919305e-05	0.13767660722946629	-0.08162838526363865	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_X_CorrRNA	0.00028193041524449125	6.168287460685617e-05	0.1396645034311597	-0.08240257790027256	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Y_CorrDNA	5.092182733257289e-05	2.3414848791218016e-05	0.07279670463018376	-0.03457306986114614	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Y_CorrER	4.9980436265473216e-05	2.413455216818819e-05	0.07259098743258481	-0.03428089308602649	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Y_CorrGasdermin	4.658429800519226e-05	2.253232593292686e-05	0.06980540953287154	-0.03317881586962057	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Y_CorrMito	4.4982523649150785e-05	2.205814054614734e-05	0.06840651661509696	-0.03244245400387354	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Y_CorrPM	4.7695994176755185e-05	2.3957534388131244e-05	0.0718255094168648	-0.034257267896593654	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Y_CorrRNA	4.622507462248571e-05	2.3491051871480194e-05	0.07039466544446349	-0.03343129731046346	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Z_CorrDNA	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Z_CorrER	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Z_CorrGasdermin	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Z_CorrMito	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Z_CorrPM	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Location_MaxIntensity_Z_CorrRNA	1.0	0.0	0.0	0.0	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_1of4	0.0007402647556753461	2.36899834754271e-05	0.18355743617010237	-0.10300369278242122	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_2of4	0.0007312015739070477	6.081774117997817e-05	0.24201235168971064	-0.13105548442047174	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_3of4	0.0007473255449570448	0.000146252330789445	0.2505191770346663	-0.12983723086449867	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_4of4	0.0005163953003163302	-0.0001064249950281057	-0.24952261315912921	0.1323067119380957	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrER_1of4	0.0009646783167667206	-4.1711555014510636e-05	0.09953906880642867	-0.05370807830516588	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrER_2of4	0.0004934023125813258	-1.3363032722316212e-06	0.12426830201859615	-0.06886456740541212	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrER_3of4	0.00037384795436790075	7.090779462520243e-05	0.05421652051862813	-0.03563883377438309	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrER_4of4	9.663737690424057e-05	-3.8370718248678076e-05	-0.0841508190931703	0.049881525355031764	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_1of4	0.0004496719821364126	-5.551393731412013e-05	0.005943055646865756	-0.004776730380235375	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_2of4	9.629671897803949e-05	-1.1475974032047734e-05	0.03465378342144856	-0.018688238514274768	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_3of4	0.001121801982556403	8.280664298583101e-05	-0.025063068032131895	0.011946832416222908	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_4of4	0.00021930855604690436	-3.998340246144778e-05	0.002752255909716165	-0.00038279492090043414	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrMito_1of4	0.0003445059594037181	-6.205535644263812e-05	-0.02920539352530504	0.013176951384817077	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrMito_2of4	3.6202172950972056e-05	-1.7227266306111928e-05	-0.002377139700952543	-3.464869822777041e-05	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrMito_3of4	0.0014111990124857643	7.809615772807533e-05	-0.06220811593656264	0.030494680535630012	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrMito_4of4	0.0003540382723301594	-3.457353943182123e-05	0.0410814026286203	-0.019617514062574653	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrPM_1of4	0.00010821209919154029	-4.8033097700534877e-05	-0.05819146385093842	0.03125095074399131	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrPM_2of4	2.212620813413224e-05	4.533835987251018e-06	-0.016390512157734925	0.01029273077206179	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrPM_3of4	0.001987457137907045	0.00011476033001645548	-0.021929922225333437	0.014745342882152186	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrPM_4of4	0.0007745071933541459	-6.662063929480413e-05	0.02452223388765827	-0.01546616142530704	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_1of4	0.0011013440725884394	-5.708697597484224e-05	0.07592499822869359	-0.04336009228013633	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_2of4	0.0005067252342151329	-1.3898263353201684e-05	0.10043219119447329	-0.05709065384028208	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_3of4	0.0004765141937705941	7.305685608753184e-05	0.03739835793985732	-0.025970032976267935	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_4of4	7.540110536108369e-05	-3.3514401629961606e-05	-0.06373162481043074	0.03908396849066284	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_1of4	0.0013307402923043998	3.757740350946395e-06	0.18840565035321913	-0.11102659203447728	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_2of4	0.0015306798443704972	1.294513932117234e-05	0.2234279099664743	-0.1279609295210321	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_3of4	0.0012282790520974363	2.6057162860532207e-05	0.23298668885657198	-0.12868897510932154	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_4of4	0.004558623507555981	2.4750300094731832e-05	-0.32224856573006533	0.1809798853791061	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrER_1of4	0.007942320146566373	-0.0001902144535590173	0.11863745546536254	-0.08004471785012196	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrER_2of4	0.008238845629179203	-0.0001933910321202739	0.11654857974271776	-0.08503555694926644	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrER_3of4	0.006491488209908969	-0.0002001712803663058	0.03574480933411076	-0.0501212872896502	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrER_4of4	0.012670252957653116	0.0002365088456181822	-0.1598635432780743	0.11250622575516887	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_1of4	0.006585828852427644	-0.0002033231801378022	0.01911672905205545	-0.029031134533416943	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_2of4	0.0065273921624599	-0.00020627316899516864	0.00920072971330153	-0.025211002659615803	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_3of4	0.004223263535395483	-0.0001990652338917251	-0.0809939293153552	0.018069067120888353	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_4of4	0.009169884297100972	0.0002558573680959708	0.0009720083514229685	0.02173643402040155	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_1of4	0.0060998183709225495	-0.000216394735282794	-0.03384062985585838	-0.0021866828814078617	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_2of4	0.005982489432127869	-0.0002193141789647277	-0.046623109628672076	0.0024870615681605326	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_3of4	0.0038197491675971973	-0.00021344204238757107	-0.14528571541441085	0.04965558364501783	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_4of4	0.008238001854167676	0.00026958872449798295	0.07201639716079511	-0.013589245879674073	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_1of4	0.009100847805040613	-0.00027929661950195977	-0.08079419445695013	0.02140113566458779	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_2of4	0.009887676559178438	-0.0002893897585500818	-0.07552516404153378	0.015275834273243926	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_3of4	0.008471897084767033	-0.0002812904642287194	-0.09177962864324231	0.02159638860620291	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_4of4	0.012786819552179418	0.0003292662715637471	0.07130593953491379	-0.012385641539202633	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_1of4	0.010271699690702962	-0.00021624193963798143	0.11962064060808741	-0.0841107682716862	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_2of4	0.010189513142149553	-0.00021752268738337903	0.11190806656221355	-0.08462259877947338	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_3of4	0.007389615247265668	-0.000214632348721639	0.024792704350101415	-0.04516030629693768	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_4of4	0.013836719918050466	0.0002615322974686868	-0.11983485288322995	0.09301157667024676	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_1of4	0.0016628133493069575	1.3956746504931128e-05	0.2455519096745945	-0.1311645792147932	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_2of4	0.002036290004780894	-3.484469302577844e-06	0.23397348552495595	-0.12722277139828522	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_3of4	0.0013415097124231945	-5.212214074067911e-06	0.1584709955319694	-0.09951493993122443	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_4of4	0.0032260261973777737	0.000175591811723954	0.08231971268930802	-0.060295657126654745	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_1of4	0.008588039715645035	0.0002443884574549616	0.8915003133981181	-0.4740006186291187	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_2of4	0.017225535862317898	0.0002729511653948037	1.1905704142944722	-0.6316543352192939	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_3of4	0.032982513132614355	0.00032791902547682424	1.6204031200111222	-0.8525600450062196	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_4of4	0.07529518084461762	0.0002770822142017815	2.165351144836941	-1.0853850105434484	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_1of4	0.004806099264391461	0.0001349309924245919	-0.10910779386149318	0.04734730706877982	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_2of4	0.0040842443193321865	0.00013822905890342	-0.07215835563812208	0.03314388513596597	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_3of4	0.001969492552076346	0.00015726958078194863	0.10264321255706656	-0.0521369904586094	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_4of4	0.005705324651535171	0.00011815923590491082	0.5877445673707389	-0.2622053475252334	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_1of4	0.0040820278610395055	0.00010324325151945036	-0.1467071594204637	0.06469485972114705	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_2of4	0.003916364366019054	9.903735902334374e-05	-0.15308422494694948	0.0729238723392894	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_3of4	0.0018592829694682456	0.00010065147063351672	-0.03518421957243665	0.015892155770313495	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_4of4	0.004594813469824932	2.7873766354361872e-05	0.3816872845592822	-0.1545711239154015	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_1of4	0.002689500222969321	8.375271532370222e-05	-0.08843639032530824	0.020637980387259332	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_2of4	0.0012269376982497748	-1.027503653585513e-05	-0.16309053513069477	0.057195153137245255	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_3of4	0.0007529050534278436	-6.96470537224711e-05	-0.07907217278407241	0.016040101635656952	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_4of4	0.015039804098025522	-7.746567946870286e-05	0.5370954968983003	-0.2545613576118511	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_1of4	0.003914153101186146	0.00019356136561664075	0.5769316053105196	-0.32415242453612403	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_2of4	0.0059826255259651795	0.0001934799536487632	0.6807811579192501	-0.38178352702383234	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_3of4	0.01154258138060793	0.00022019013824224875	0.9312492689100046	-0.5120926602929132	Thapsi	['10µM' '1µM' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_4of4	0.042739486325768516	0.00019336878936387526	1.5552252261310557	-0.7799253600656999	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_00_256	0.06068162426243018	0.0003530530268569585	-0.7196371991367831	0.33953594130499176	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_01_256	0.06088934849248184	0.000364563801487531	-0.6974740712211106	0.32799361569375524	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_02_256	0.060775425142024275	0.0003522901839778075	-0.7234636628213974	0.34169892197355506	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_03_256	0.060867808247884625	0.0003575519359045903	-0.7126790365683745	0.336122064796382	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_00_256	0.05758115213843096	-0.0004899073468454685	-2.9545646720187255	1.4534222915131279	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_01_256	0.045362570563555416	-0.0005951260678121952	-2.9425277348245964	1.4516357674079978	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_02_256	0.058910728193326545	-0.0005082097825792435	-3.0047295112589536	1.479857830757954	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_03_256	0.046393421563610926	-0.0006727663004182396	-3.1052937355191137	1.5408023230009187	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_00_256	0.03334028417456458	4.654425925619046e-05	-0.9136516484073808	0.36558400448994216	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_01_256	0.02927285435256144	1.0084838198097145e-05	-0.9197816849723118	0.3715330074631614	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_02_256	0.03425390937274142	7.004144984834147e-05	-0.8728537603730004	0.34368997790684197	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_03_256	0.03148146795090745	-5.754591236621546e-06	-0.9931727671239774	0.41134609641031544	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_00_256	0.03161204159251829	0.00023723683811439407	-0.39860897505926063	0.09974387538279864	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_01_256	0.029663802959325136	0.0002117240410756398	-0.4234971235221911	0.1146694712710105	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_02_256	0.031547412447213374	0.00023940854720563173	-0.3900375019943723	0.09470632896307352	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_03_256	0.0316513853628575	0.00020230115064118727	-0.4806749204036217	0.14504887692465646	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_00_256	0.0472989970745058	-0.0002578584288127844	-1.7354993364848559	0.853356590432488	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_01_256	0.044464106317556595	-0.0002702916471432216	-1.71887224860642	0.8459374000662644	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_02_256	0.048016772674952635	-0.00026407291313693544	-1.756213752677942	0.8631639206033389	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_03_256	0.04569697537649209	-0.0002777091144059691	-1.7510709500572108	0.864919969067482	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_00_256	0.1097154296908005	-0.0002636177535295996	-2.754772197279129	1.3832895192516443	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_01_256	0.09805852644105884	-0.00029355805275204955	-2.7049900605831168	1.3605483358556414	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_02_256	0.10992102043712848	-0.00026655519668442994	-2.7651275990484474	1.3881542483338718	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_03_256	0.09771292342436377	-0.00034319229679877287	-2.798539448731221	1.4122205888722	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_00_256	0.009983175922014587	-0.0003493034154162697	-0.17004463911503934	0.09954007147220542	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_01_256	0.008058333557290465	-0.000353000932823751	-0.22984443871624735	0.13284627274003943	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_02_256	0.011466302808633366	-0.00037762756526432624	-0.17336605621211415	0.10501376053152532	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_03_256	0.007972510336844096	-0.00030742804705749863	-0.1440923290997768	0.08376500270762868	Thapsi	['10µM' '1µM' '0']
Cytoplasm_Texture_Contrast_CorrER_3_00_256	0.056835984702678144	-0.00020018555785140057	1.3083173492613613	-0.6486975577316212	Thapsi	['10µM' '1µM' '0']
