features,p.adj.value,group,Distinct
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_1_1,0.0339,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_1_1,0.0117,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_1_1,0.0298,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_MeanFrac_CorrER_1of4,0.0407,apoptosis_healthy,False
Cytoplasm_RadialDistribution_MeanFrac_CorrER_1of4,0.0181,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_9_3,0.0188,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_9_3,0.0176,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_9_3,0.0068,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_9_7,0.0295,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_9_7,0.0302,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_9_7,0.0087,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_8_6,0.019,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_8_6,0.0214,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_8_6,0.0103,healthy_pyroptosis,False
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_01_256,0.0378,apoptosis_healthy,False
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_01_256,0.0492,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_7,0.0195,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_7,0.0249,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_7,0.0133,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_7_5,0.0177,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_7_5,0.0169,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_7_5,0.0071,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0164,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0107,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0022,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_6_6,0.0174,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_6_6,0.0184,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_6_6,0.009,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_3_1,0.0279,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_3_1,0.0157,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_3_1,0.0198,healthy_pyroptosis,False
Cells_AreaShape_Zernike_9_9,0.0185,apoptosis_healthy,False
Cells_AreaShape_Zernike_9_9,0.0083,apoptosis_pyroptosis,False
Cells_AreaShape_Zernike_9_9,0.0022,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_5,0.0132,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_5,0.0147,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_5,0.0094,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_5_1,0.0268,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrER_5_1,0.0294,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_5_1,0.0105,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_5_3,0.0189,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_5_3,0.0169,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_5_3,0.0059,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_6_4,0.026,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_6_4,0.0151,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_6_4,0.003,healthy_pyroptosis,False
Cells_Intensity_MinIntensityEdge_CorrER,0.0389,apoptosis_healthy,False
Cells_Intensity_MinIntensityEdge_CorrER,0.0126,apoptosis_pyroptosis,False
Cells_Intensity_MinIntensityEdge_CorrER,0.0193,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrGasdermin_7_7,0.0237,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrGasdermin_7_7,0.0252,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrGasdermin_7_7,0.0095,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_6_4,0.025,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_6_4,0.0163,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_6_4,0.0008,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_9_5,0.0145,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrER_9_5,0.016,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_9_5,0.0094,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrDNA_8_2,0.0136,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrDNA_8_2,0.0112,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrDNA_8_2,0.0055,healthy_pyroptosis,False
Nuclei_AreaShape_Zernike_6_4,0.0304,apoptosis_pyroptosis,False
Nuclei_AreaShape_Zernike_6_4,0.0451,healthy_pyroptosis,False
Cells_AreaShape_Zernike_7_3,0.012,apoptosis_healthy,False
Cells_AreaShape_Zernike_7_3,0.0365,apoptosis_pyroptosis,False
Cells_AreaShape_Zernike_7_3,0.0325,healthy_pyroptosis,False
Nuclei_Texture_InfoMeas1_CorrPM_3_01_256,0.0443,apoptosis_pyroptosis,False
Nuclei_Texture_InfoMeas1_CorrPM_3_01_256,0.0289,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_6_6,0.0222,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_6_6,0.0241,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_6_6,0.0099,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_4_0,0.0009,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_4_0,0.031,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_4_0,0.0376,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_3_1,0.0303,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_3_1,0.0346,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_3_1,0.0123,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrDNA_6_6,0.018,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrDNA_6_6,0.0176,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrDNA_6_6,0.0075,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_7_7,0.0234,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_7_7,0.0255,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_7_7,0.0101,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_6_4,0.0256,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_6_4,0.0179,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_6_4,0.0002,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_8_2,0.0227,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_8_2,0.0228,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_8_2,0.0079,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_3_3,0.0258,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_3_3,0.0278,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_3_3,0.01,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_3_3,0.0345,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_3_3,0.0377,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_3_3,0.0111,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_9_7,0.0265,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_9_7,0.0274,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_9_7,0.0088,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_7_7,0.0197,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_7_7,0.0219,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_7_7,0.0101,healthy_pyroptosis,False
Nuclei_AreaShape_Zernike_8_2,0.0431,apoptosis_healthy,False
Nuclei_AreaShape_Zernike_8_2,0.043,apoptosis_pyroptosis,False
Nuclei_AreaShape_Zernike_8_2,0.0078,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_5_3,0.0226,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_5_3,0.025,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_5_3,0.0104,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_7_3,0.02,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_7_3,0.0196,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_7_3,0.0076,healthy_pyroptosis,False
Cytoplasm_AreaShape_Zernike_0_0,0.0424,apoptosis_healthy,False
Cytoplasm_AreaShape_Zernike_0_0,0.0454,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_8_0,0.0067,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_8_0,0.0149,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_8_0,0.029,healthy_pyroptosis,False
Cytoplasm_Correlation_K_CorrDNA_CorrPM,0.0142,apoptosis_healthy,False
Cytoplasm_Correlation_K_CorrDNA_CorrPM,0.0482,apoptosis_pyroptosis,False
Cytoplasm_Correlation_K_CorrDNA_CorrPM,0.0267,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_7_3,0.0164,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_7_3,0.0173,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_7_3,0.0089,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_3_3,0.0271,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_3_3,0.0279,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_3_3,0.0087,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrGasdermin_7_1,0.0112,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrGasdermin_7_1,0.0098,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrGasdermin_7_1,0.0065,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_5_3,0.0249,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_5_3,0.0265,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrPM_5_3,0.0096,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_6_0,0.0295,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_6_0,0.0398,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_6_0,0.0024,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_6_0,0.0225,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_6_0,0.0305,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_6_0,0.0452,healthy_pyroptosis,False
Cytoplasm_Texture_SumEntropy_CorrPM_3_02_256,0.0481,apoptosis_healthy,False
Cytoplasm_Texture_SumEntropy_CorrPM_3_02_256,0.0214,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_8_4,0.0148,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrER_8_4,0.0147,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_8_4,0.0078,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_3_3,0.0266,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_3_3,0.0306,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_3_3,0.0119,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_4_2,0.0213,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_4_2,0.0184,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_4_2,0.005,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_6_2,0.0126,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_6_2,0.0397,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_8_6,0.0184,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_8_6,0.0181,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_8_6,0.0077,healthy_pyroptosis,False
Cells_AreaShape_Zernike_6_4,0.0381,apoptosis_healthy,False
Cells_AreaShape_Zernike_6_4,0.0411,apoptosis_pyroptosis,False
Cells_AreaShape_Zernike_6_4,0.011,healthy_pyroptosis,False
Cells_RadialDistribution_FracAtD_CorrDNA_3of4,0.0331,apoptosis_pyroptosis,False
Cells_RadialDistribution_FracAtD_CorrDNA_3of4,0.0426,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_9_1,0.0022,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_9_1,0.0321,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_9_1,0.0377,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_8_4,0.037,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_8_4,0.0122,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_8_4,0.0327,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrGasdermin_1_1,0.0204,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrGasdermin_1_1,0.0228,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrGasdermin_1_1,0.0103,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_8_2,0.0137,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_8_2,0.0117,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_8_2,0.0059,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_3,0.0211,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_3,0.0224,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_3,0.0092,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_7_5,0.0126,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_7_5,0.0129,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_7_5,0.0082,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_1,0.0262,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_1,0.0271,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_1,0.0088,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_6_6,0.0387,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_6_6,0.0481,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_9_3,0.0232,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrER_9_3,0.0231,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrER_9_3,0.0078,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrGasdermin_7_5,0.0175,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrGasdermin_7_5,0.0165,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrGasdermin_7_5,0.007,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_6_4,0.0266,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_6_4,0.0177,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_6_4,0.001,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_3_3,0.0469,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_3_3,0.0092,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_4_2,0.0199,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_4_2,0.0147,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_4_2,0.0028,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_3_1,0.0328,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_3_1,0.0206,apoptosis_pyroptosis,False
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_02_256,0.0474,apoptosis_healthy,False
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_02_256,0.0054,apoptosis_pyroptosis,False
Nuclei_AreaShape_Zernike_9_5,0.0366,apoptosis_healthy,False
Nuclei_AreaShape_Zernike_9_5,0.017,apoptosis_pyroptosis,False
Nuclei_AreaShape_Zernike_9_5,0.0117,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrGasdermin_2_2,0.0229,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrGasdermin_2_2,0.0145,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrGasdermin_2_2,0.0005,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrER_6_4,0.0253,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrER_6_4,0.0176,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrER_6_4,0.0002,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_5_3,0.0212,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_5_3,0.0234,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_5_3,0.0101,healthy_pyroptosis,False
Nuclei_Correlation_K_CorrPM_CorrDNA,0.0126,apoptosis_healthy,False
Nuclei_Correlation_K_CorrPM_CorrDNA,0.0333,apoptosis_pyroptosis,False
Nuclei_Correlation_K_CorrPM_CorrDNA,0.0286,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_9_9,0.046,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_9_9,0.0231,healthy_pyroptosis,False
Cells_AreaShape_Zernike_7_7,0.0322,apoptosis_healthy,False
Cells_AreaShape_Zernike_7_7,0.0353,apoptosis_pyroptosis,False
Cells_AreaShape_Zernike_7_7,0.0111,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_6_4,0.0243,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_6_4,0.0163,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_6_4,0.0001,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_8_8,0.0224,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_8_8,0.0171,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_8_8,0.0027,healthy_pyroptosis,False
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_01_256,0.0063,apoptosis_healthy,False
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_01_256,0.0327,apoptosis_pyroptosis,False
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_01_256,0.0355,healthy_pyroptosis,False
Cells_AreaShape_Zernike_3_1,0.0429,apoptosis_healthy,False
Cells_AreaShape_Zernike_3_1,0.0397,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_4_2,0.0198,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_4_2,0.024,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_4_2,0.0121,healthy_pyroptosis,False
Cytoplasm_AreaShape_Zernike_5_3,0.0309,apoptosis_healthy,False
Cytoplasm_AreaShape_Zernike_5_3,0.0189,apoptosis_pyroptosis,False
Cytoplasm_AreaShape_Zernike_5_3,0.0041,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_8_2,0.0333,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_8_2,0.0394,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_3_3,0.0303,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_3_3,0.0321,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_3_3,0.0098,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_4_2,0.0263,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_4_2,0.0258,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_4_2,0.0075,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_9,0.0202,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_9,0.0216,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_9,0.0093,healthy_pyroptosis,False
Nuclei_AreaShape_Zernike_8_4,0.0216,apoptosis_healthy,False
Nuclei_AreaShape_Zernike_8_4,0.0019,apoptosis_pyroptosis,False
Nuclei_AreaShape_Zernike_8_4,0.0156,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0158,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0155,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0077,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrER_8_4,0.0135,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrER_8_4,0.0151,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrER_8_4,0.0095,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_5,0.0159,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_5,0.0169,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrDNA_9_5,0.0089,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_3_1,0.0369,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_3_1,0.0387,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_3_1,0.0097,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_1_1,0.0163,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_1_1,0.0108,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_1_1,0.0024,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_8_4,0.0142,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_8_4,0.006,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_8_4,0.0003,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_8_2,0.0154,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_8_2,0.0151,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrMito_8_2,0.0076,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_9_3,0.0279,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_9_3,0.0288,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_9_3,0.0088,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_7_1,0.0348,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_7_1,0.0376,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_4_4,0.0095,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_4_4,0.0233,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikePhase_CorrPM_4_4,0.0218,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_2_0,0.0449,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_2_0,0.0403,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_6_4,0.0095,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_6_4,0.0035,apoptosis_pyroptosis,False
