oneb_Treatment_Dose_Inhibitor_Dose,Cytokine,Cytokine_Value
LPS_0.010_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.576109750862896
LPS_0.010_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.508886567638183
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.48316861236564224
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.5957433889193924
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.7308067604482729
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.2499333717532417
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.4993721469631347
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.28109421492042247
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.7127847511956864
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.743848475747096
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-1 [NSU],0.08320205248032203
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-1 [NSU],0.6980219671545111
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-1 [NSU],0.3752588399285058
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-1 [NSU],0.5826283346771948
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.43607728874407203
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],1.0
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5555025651712886
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.46204335142374575
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.4659062789752362
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.6256821426965795
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.5139477180675743
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.6049225209661784
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.23659965098603947
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.8735000037383602
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.37849827568695693
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.49393006781904025
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.4092757259837943
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.46763724334773027
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.5882315827985732
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.4511362032615658
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.6638082226995577
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.8170029128515292
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5126867512911917
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5698616244924063
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.695360725328749
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.6098579667779643
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.2735235763710606
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.7099407931001549
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.4856445378817597
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.48930536157229365
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.5136390424710446
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.4693123491192903
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.7246007153283438
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.590551641965603
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.45550564121388226
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.500395872054998
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5287038937950045
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.8669771156069471
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.562219687609634
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.46904068530629345
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.3775413697626333
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5445324887961127
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.30925824008095315
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.369338218210977
Topotecan_10.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.3424536977292961
Topotecan_10.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.5082120863972485
Topotecan_10.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.59178691930609
Topotecan_10.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.5465131645772343
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.7975212940240946
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-1 [NSU],0.5712445749469808
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.4604250349032
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-1 [NSU],0.1784656845956834
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.46663890879176334
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.3485198485126518
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-1 [NSU],0.7206170419300169
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.6114629468613225
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-1 [NSU],0.3516858906551584
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.311321878700592
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.3424153451433047
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-1 [NSU],0.587677077434669
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.4654515197029692
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-1 [NSU],0.1456355515956233
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.5062096554118997
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.6571029668012895
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-1 [NSU],0.21739259167364927
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-1 [NSU],0.7298808499561692
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-1 [NSU],0.525792623736499
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.2670596089514972
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.544605525251592
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.6116970063627747
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.7224583005952787
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.6324832987595191
H2O2_100.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.6249780132157219
H2O2_100.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.571071102041498
H2O2_100.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.8346153628958342
H2O2_100.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.7526532447650289
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.42926548188562064
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.7493121534950646
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.46427754098340246
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.6166379335087421
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.31083809026804
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5005571655353606
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.0
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5584029831749521
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.46224046433556143
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.7066309528919485
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.5065063506262211
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.503826620452424
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.6361697847394063
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.5846238241439174
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.6396506321118055
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-1 [NSU],0.7051779164944627
H2O2_100.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.41711558779824254
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.19120791925538377
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.7298529303612363
H2O2_100.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.9666197490933279
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.33725613444601255
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.16512653705385427
H2O2_100.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.6937385288234226
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.8006626689549798
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.7552647582553492
H2O2_100.000_uM_DMSO_0.025_%,FGF-1 [NSU],0.4646008617595632
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-1 [NSU],0.33288531550292044
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-1 [NSU],0.32480480789441935
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-1 [NSU],0.0828471329882951
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-1 [NSU],0.44711289200772236
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-1 [NSU],0.5657003535535445
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-1 [NSU],0.49731250913838243
Topotecan_20.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.7864290526167966
Topotecan_20.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.5866108066851865
Topotecan_20.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.42794167023432
Topotecan_20.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.556195991753937
Topotecan_5.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.401073271230058
Topotecan_5.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.6063850280583473
Topotecan_5.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.22251116726667047
Topotecan_5.000_nM_DMSO_0.025_%,FGF-1 [NSU],0.4867711856964099
media_ctr_0.0_0_Media_ctr_0.0_0,FGF-1 [NSU],0.6090979314587485
media_ctr_0.0_0_Media_ctr_0.0_0,FGF-1 [NSU],0.35475750767867226
media_ctr_0.0_0_Media_ctr_0.0_0,FGF-1 [NSU],0.7158319750438806
media_ctr_0.0_0_Media_ctr_0.0_0,FGF-1 [NSU],0.4857511317339035
DMSO_0.100_%_DMSO_1.000_%,FGF-19 [NSU],0.23664841996337427
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.6413925527482253
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,FGF-19 [NSU],0.6710466180877644
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.533901726581868
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,FGF-19 [NSU],0.4064680435789006
DMSO_0.100_%_DMSO_1.000_%,FGF-19 [NSU],0.5105939782713866
DMSO_0.100_%_DMSO_1.000_%,FGF-19 [NSU],0.5099957292782114
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.0
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,FGF-19 [NSU],0.4132108519956728
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.2732330228476657
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,FGF-19 [NSU],0.4780225606308137
DMSO_0.100_%_DMSO_1.000_%,FGF-19 [NSU],0.595539630034032
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.5915302035962342
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.27334425345173163
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.4901720976224237
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.3571608436416164
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.5652558397169036
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.21429743135676768
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.5252698418510381
DMSO_0.100_%_DMSO_0.025_%,FGF-19 [NSU],0.32637227831975557
media_ctr_0.0_0_Media_ctr_0.0_0,FGF-19 [NSU],0.5050492336505444
media_ctr_0.0_0_Media_ctr_0.0_0,FGF-19 [NSU],0.6229755529213966
LPS_0.010_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.7002846800875587
LPS_0.010_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.16368830629552272
LPS_0.010_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.45695428399829574
LPS_0.010_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.6241455850494273
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.5727888341087911
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.28419530033404206
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.7460303146586833
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.19365850635397452
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.36841035354643326
LPS_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.39246136763431266
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.8134056623796291
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.35247755280153037
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-19 [NSU],0.3826976957589424
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-19 [NSU],0.5198959610354892
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-19 [NSU],0.4153656176327012
Disulfiram_0.100_uM_DMSO_0.025_%,FGF-19 [NSU],0.5612073374714799
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.3222309270859096
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.3831096850979359
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.4214804670042952
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.167675858412558
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.580318753506241
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.3023503072216452
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.34335221457510806
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.5226209244657035
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.35538243945258197
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.5205225369011809
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.7669901446603407
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.4262602026573813
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.6008837609075415
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.7369091168965023
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.4922829250561883
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.5262106953944617
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.27331785154968746
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.5063667258946559
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.5901601747136533
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.31843485193001764
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.3727720514604173
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.24221629325164631
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.7091386265501511
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.7015815085600816
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.5370782367848673
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.26573270450896536
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.3683431553340549
LPS_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.4101883349133104
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.4268238227911982
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.6121950307860068
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.7449845786055822
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.6966345381330804
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.34527114859209584
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.3833477405258991
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.6908665415626519
Thapsigargin_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.4609829658634999
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.4602686713484754
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.4132640656727416
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.40575759226074104
Disulfiram_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.4279320269656083
Topotecan_10.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.3566011976101952
Topotecan_10.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.3273380188890658
Topotecan_10.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.3360024444359973
Topotecan_10.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.4538315050396326
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.1936141190882832
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-19 [NSU],0.3321549920799753
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.5800039294249744
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-19 [NSU],0.3993419704836136
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.48727795949765235
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.5688265306351427
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-19 [NSU],0.6286081003863631
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.5329955349607731
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-19 [NSU],0.6857174149919015
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.39937979661820644
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.35201367940247363
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-19 [NSU],0.6437682180235762
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.357331028087359
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-19 [NSU],0.41722439706596626
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.4714575026660465
LPS_10.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.2787511919147527
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,FGF-19 [NSU],0.41694676773071204
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,FGF-19 [NSU],0.37787116174090457
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,FGF-19 [NSU],0.3386588533094741
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.4367478293401406
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.37998357553230566
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.5251474636084286
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.3820851695188895
Thapsigargin_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.35098669064142973
H2O2_100.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.5306874226536483
H2O2_100.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.3884797720655631
H2O2_100.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.5236276956555452
H2O2_100.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.6818364683268661
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.33017665471985125
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.7100072769810349
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.4752197477326221
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.3657801111446247
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.32902446712918365
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.6161356157916782
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.8835716674165417
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.48921976786026505
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.467447581694603
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.48079527077153206
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.511256526924567
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.42429223820245016
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.4400632779235925
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.35876406462514243
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.641194856845084
LPS_100.000_ug_per_ml_DMSO_0.025_%,FGF-19 [NSU],0.5175741882554732
H2O2_100.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.4190020696934504
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.5398680847952033
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.2645218742839197
H2O2_100.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.2666687850644881
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.36925452041672424
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.3012381796339219
H2O2_100.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.31558403440733684
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.3316271615798589
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.6760862117893058
H2O2_100.000_uM_DMSO_0.025_%,FGF-19 [NSU],0.49983095374367786
H2O2_100.000_uM_Disulfiram_1.000_uM,FGF-19 [NSU],0.6262846149744112
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,FGF-19 [NSU],0.23107471723312265
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-19 [NSU],0.47748204524464105
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-19 [NSU],0.2775153992961677
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-19 [NSU],0.6680350504883337
Disulfiram_2.500_uM_DMSO_0.025_%,FGF-19 [NSU],0.7899034812723242
Topotecan_20.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.471273428089197
Topotecan_20.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.5996890171999104
Topotecan_20.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.5407831153672527
Topotecan_20.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.39260633827767694
Topotecan_5.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.23909280460554805
Topotecan_5.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.3073396300801457
Topotecan_5.000_nM_DMSO_0.025_%,FGF-19 [NSU],0.4989667696761248
